text,theme,metre_simple,complexity_word,year,title
"

В море морозном, в море зеленом
можно застынуть в пустынных салонах.
Что опечалилась, милый товарищ?
Заболеваешь, заболеваешь?

Мы запропали с тобой в теплоход
в самый канун годовщины печальной.
Что, укачало? Но это пройдет.
Все образуется, полегчает.

Ты в эти ночи родила меня,
женски, как донор, наполнив собою.
Что с тобой, младшая мама моя?
Больно?

Милая, плохо? Планета пуста,
официанты бренчат мелочишкой.
Выйдешь на палубу — пар изо рта,
не докричишься, не докричишься.

К нам, точно кошка, в каюту войдет
затосковавшая проводница.
Спросит уютно: чайку, молодежь,
или чего-нибудь подкрепиться?

Я, проводница, слезами упьюсь,
и в годовщину подобных кочевий
выпьемте, что ли, за дьявольский плюс
быть на качелях.

«Любят - не любят», за качку в мороз,
что мы сошлись в этом мире кержацком,
в наикачаемом из миров
важно прижаться.

Пьем за сварливую нашу родню,
воют, хвативши чекушку с прицепом.
Милые родичи, благодарю.
Но как тошнит с ваших точных рецептов.

Ах, как тошнит от тебя, тишина.
Благожелатели виснут на шею.
Ворот теснит, и удача тошна,
только тошнее

знать, что уже не болеть ничему,
ни раздражения, ни обиды.
Плакать начать бы, да нет, не начну.
Видно, душа, как печенка, отбита...

Ну а пока что - да здравствует бой.
Вам еще взвыть от последней обоймы.
Боль продолжается. Празднуйте боль!

Больно!

",Морская,не указан,простой,1964.0,БОЛЬНАЯ БАЛЛАДА
"

Боже, ведь я же Твой стебель,
что ж меня отдал толпе?
Боже, что я Тебе сделал?
Что я не сделал Тебе?

",Прощение,классический,простой,1975.0,...
"

Г. Джагарову
Пой, Георгий, прошлое болит.
На иконах - конская моча.
В янычары отняли мальца.
Он вернется — родину спалит.

Мы с тобой, Георгий, держим стол.
А в глазах — столетия горят.
Братия насилуют сестер.
И никто не знает, кто чей брат.

И никто не знает, кто чей сын,
материнский вырезав живот.
Под какой из вражеских личин
раненая родина зовет?

Если я, положим, янычар,
не свои ль сжигаем алтари?
Где чужие - можем различать,
но не понимаем, где свои.

Вырванные груди волоча,
остолбеневая от любви,
мама, отшатнись от палача.
Мама! У него глаза — твои.

",Мотив своего,не указан,простой,1968.0,БРАТСКАЯ ПОМОЩЬ
"

Помилуй, Время, рабов своих
непросчитанные варианты!
Носится дух, забывший,
он — дворник или Генсек?
Транзитный орден Победы
с выковырянными бриллиантами,
как будто вставная челюсть
легла
в буфетный отсек.

Кому принадлежат бриллианты?
Павшим за них миллионам?
Зомби больной эпохи,
он соблюдал режим.
Ходил он,
к сигнализации,
наверное, подключенный.
Кому мы принадлежим?

Его не судили ни стар ни мал:
«Сам он жил и другим давал».

А женщину обхаживали
генерал-бриллианты.

Тот, кто ее улещивал,
теперь обличать здоров.
Замученная игрушка
блистательных шулеров,
она с пустыми ушами
бродит по биллиардной,
где больше не слышно
шаров.

Пропали ее бриллианты,
салютами отпылали.
Ведом генерал-бриллиантом,
на «красный» шел «мерседес»,
Лежит на снегах
столица
с выковырянными
куполами.
И выковырянные таланты
с чужих
взирают
небес.

",Мотив своего,не указан,сложный,1986.0,БРИЛЛИАНТОВАЯ ЛЕГЕНДА
"

Бросками кроля в темном море,
когда плывешь ты на закат,
с тобой, как вспышки ореола,
круги брусничные стоят.

Куда ты ни переместишься,
какую мне ни шлешь беду —
я видел диски аметиста.
Я плыл с тобою в их свету.

",Морская,не указан,сложный,,...
"Был бы я крестным ходом,
я от каждого храма
по городу ежегодно
нес бы пустую раму.

И вызывали б слезы
и попадали б в раму
то святая береза,
то реки панорама.

Вбежала бы в позолоту
женщина, со свиданья
опаздывающая на работу,
не знающая, что святая.

Левая сторона улицы
видела б святую правую.
А та, в золотой оправе,
глядя на нее, плакала бы.

",Прощение,не указан,сложный,1980.0,...
"
бросил школу - шофером стал,
и однажды, вгоняя в краску,
догнал меня самосвал.

Шел с мячом я, юный бездельник.
Белобрысый гудел, дуря.
Он сказал: «Пройдешь в академики —
возьмешь меня в шофера».

И знакомого шрама гримаска
подняла уголочек рта —
так художник сдирает краску,
где улыбка вышла не та.

И сверкнула как комментарий,
на здоровом зубе горя,
посильней золотой медали,
золотая «фикса» твоя...

Жизнь проносится — что итожить?
Отчитываться не привык.
Я тебе ничего не должен.
Что гудишь за мной, грузовик?

Я ли создал мир с нищетою
и отца расстрелял войной?!
В этой жизни ты был теневою,
я ж, на вид, иной стороной.

Пол-ломтем обдирного хлеба
полукруглый встал ветровик.
На ступеньку ты ближе к небу
был, чем я, вскочив в грузовик.

Мой товарищ поры начальной
каким стал? Почему позвал?
Почему мне снится ночами,
что попал под твой самосвал?

",Небо,не указан,сложный,1980,...
"

Бьют женщину. Блестит белок.
В машине темень и жара.
И бьются ноги в потолок,
как белые прожектора!

Бьют женщину. Так бьют рабынь.
Она в заплаканной красе
срывает ручку, как рубильник,
выбрасываясь
	на шоссе!

И взвизгивали тормоза.
К ней подбегали, тормоша.
И волочили и лупили
лицом по лугу и крапиве...

Подонок, как он бил подробно,
стиляга, Чайльд-Гарольд, битюг!
Вонзался в дышащие ребра
ботинок узкий, как утюг.

О, упоенье оккупанта,
изыски деревенщины...
У поворота на Купавну
бьют женщину.

Бьют женщину. Веками бьют,
бьют юность, бьет торжественно
набата свадебного гул,
бьют женщину.

А от жаровен на щеках
горящие затрещины?
Мещанство, быт — да еще как! —
бьют женщину.

Но чист ее высокий свет,
отважный и божественный,
Религий — нет, знамений — нет.
Есть
Женщина!..

... Она как озеро лежала,
стояли очи как вода,
и не ему принадлежала
как просека или звезда,

и звезды по небу стучали,
как дождь о черное стекло,
и, скатываясь,
остужали
ее горячее чело.

",Фигура женщины,классический,простой,1960.0,БЬЮТ ЖЕНЩИНУ
"

Выбегает утром на бульвар
человек породы сенбернар.
Он передней лапой припадал,
говорили, — будучи в горах,
прыгнул за хозяином в завал
и два дня собой отогревал.
Сколько таких бродит по Руси!
Пес небесный, меня спаси.

Я его в компаниях видал.
Неуклюжий и счастливый раб,
нас сквозь снег до трапа провожал,
оставляя отпечатки лап.
Сенбернар, подбрось в аэропорт!
Сенбернар, сгоняй за коньяком!
И несется к вам во весь опор
верный пар над частым языком.

Изо всех людей или собак
сенбернары ближе к небесам.
Мы не знали, где его чердак.
Без звонка он заявлялся сам.
Может, то не лапы, а шасси!
Пес небесный, меня неси.

Пес, никто не брал тебя всерьез.
Но спасал, когда нас забывал
человек по имени Христос,
человек породы сенбернар.

Вдруг в одной из наших Галатей
он увидел бедственный сигнал
и, как в пропасть, бросился за ней.
Брось! Будь человеком, сенбернар.

Позабыл, что взят ты напрокат.
Наша жизнь — практически буран!
Женщинам не надо серенад,
был бы на подхвате сенбернар.

«Я родился быть твоим рабом,
волочить из бездны на краю.
Только жизнь тебе я подарю
на снегу, от вмятин голубом».
«Будь же человеком, дуралей!
Разбудил. Замучил. Отдышал.
Ты — четвероногая метель,
мой уже последний перевал».

Для других спасает сенбернар.
Человек влюбился для себя.
Мы на возмущенный семинар
собирались, кару торопя...

Он пришел. Нашарил в кухне газ.
Снял ошейник. Музыку врубил.
И лежал, не открывая глаз,
пока сенбернара не убил.
С той поры в компаниях пропал
человек породы сенбернар.
Как метель гуляет по Руси!
Пес небесный, меня прости.

",Мотив своего,не указан,простой,1987.0,ЧЕЛОВЕК ПОРОДЫ СЕНБЕРНАР
"

Покупайте черные простыни,
анархисты любви!
В постмалевичевском постере
белокурую прядь продери.
Замаячат в окошке над площадью
черноплодные фонари.

Экономьте рубашки нижние.
Оптимизм - цвета пропасти.
Конкурируя с чернокнижием,
расстилайте черные простыни.

Не поняв, назовут тебя проститу-
ткой соседские дилетанты.
Улетай, полуночная профи
непроглядного дельтаплана!

А вы спали на Постистории?
Вообще, вы летали? На противне
подгорали ль орешки? Попробуйте
засыпать на открытом люке
меж созвездий разлуки...

Пред квадратной Малевича тайной
современница выпалит:
«Почему он квадратный?
Потому что двуспальный!
Односпальный - параллелепипед...»

Плыть по-черному. Жить без
			просыпа.
Пока гости не облевали,
выставляйте черные простыни
на Венецианской Бьеннале.

",Мотив черного,не указан,сложный,1993.0,"ЧЕРНЫЕ ПРОСТЫНИ
"
"Читаю небо, став душою зорче.
«Я + Ты» — написано окрест.
Окончив труд, неграмотные зодчие
ставили в небе крест.

«Ястреб + облако» — написано над местностью.
Гора + город. Даль + даль.
+ золотая неизвестность,
+ просветленная печаль.

А к вечеру Луна + Солнце,
подчеркнутые линией хлебов.
«Я + Ты» — стоит над горизонтом.
«Небо + я = любовь».",Небо,неклассический,простой,1987.0,...
"

Что ты ищешь, поэт, в кочевье?
Как по свету ни колеси,
но итоги всегда плачевны,
даже если они хороши. 

Всё в ажуре — дела и личное.
И удача с тобой всегда.
Тебе в кухне готовит яичницу
золотая кинозвезда. 

Но как выйдешь за коновязи,
всё высвистывает опять,
что еще до тебя не назвали
и тебе уже не назвать.


",Фигура поэта,неклассический,сложный,1971.0,...
"

Когда спекулянты рыночные 
прицениваются к Чюрлёнису, 
поэты уходят в рыцари 
черного ерничества.

Их самоубийственный вывод: 
стать ядом во имя истины. 
Пусть мир в отвращении вырвет, 
а следовательно — очистится.

Но самое черное ерничество, 
заботясь о человеке, 
химической червоточиной 
покрыло души и реки.

Но самые черные ерники 
в белых воротничках, 
не веря ни в бога, ни в черта, 
кричат о святых вещах.

Верю в черную истину, 
верю в белую истину, 
верю в истину синюю — 
не верю в истину циника...

Мой бедный, бедный ерник! 
Какие ж твои молитвы? 
У лица дождевые дворники 
машут опасной бритвой.

Тоска твою душу ест, 
вот ты и хохмишь у фрески, 
где тащит страдалец крест: 
«Христос на воскреснике».

Поэты — рыцари чина 
Светлого образа. 
Да сгинет первопричина 
черного ерничества!


",Мотив черного,неклассический,сложный,1975.0,ЧЕРНОЕ ЕРНИЧЕСТВО
"

У адского края, где рушатся стены,
не понимая, цветет цикламена,

не понимая, не понимая,
что жить остается так минимально,
доверчивой трубкою детского ротика
цветет целомудренная эротика.
Букашка на щечке щекочет, как родинка,
не понимая, что рушится родина.
Иль то, что не знаем, поняв сокровенно?

Цвети, цикламена!

",Фигура поэта,не указан,сложный,1991.0,ЦИКЛАМЕНА
"

Да здравствуют прогулки в полвторого,
проселочная лунная дорога,
седые и сухие от мороза
розы черные коровьего навоза!

",Поле,не указан,сложный,1970,...
"

М. Сарьяну
Все как надо — звездная давка.
Чабаны у костра в кругу.
Годовалая волкодавка
разрешается на снегу.

Пахнет псиной и Новым Заветом.
Как томилась она меж нас.
Ее брюхо кололось светом,
как серебряный дикобраз.

Чабаны на кону метали —
короля, короля, короля.
Из икон, как из будок, лаяли —
кобеля, кобеля, кобеля.

А она все ложилась чаще
на репьи и сухой помет
и обнюхивала сияющий
мессианский чужой живот.

Шли бараны черные следом.
Лишь серебряный все понимал —
передачу велосипеда
его контур напоминал.

Кто-то ехал в толпе овечьей,
передачу его крутя,
думал: «Сын не спас Человечий,
пусть спасет собачье дитя».

Он сопел, белокурый кутяша,
рядом с серенькими тремя.
Стыл над лобиком нимб
		крутящийся,
словно малая шестерня.

И от малой той шестеренки
начиналось удесятеренно
сумасшествие звезд и блох.
Ибо все, что живое, — Бог.

«Аполлоны», походы, страны,
ход истории и века,
ионические бараны,
иронические снега.

По снегам, отвечая чаяньям,
отмечаясь в шоферских чайных,
ирод Сидоров шел с мешком
с извиняющимся смешком.

",Снег,не указан,сложный,1969.0,ДЕКАБРЬСКИЕ ПАСТБИЩА
"

Константирует Кедров
поэтический код декретов.
Константирует Кедров
недра пройденных километров.
Так, беся современников,
как кулич на лопате,
константировал Мельников
особняк на Арбате.
Для кого он горбатил,
сумасшедший арбайтер?
Бог поэту сказал: «Мужик,
покажите язык!»
Покажите язык свой, нежить!
Но не бомбу, не штык —
в волдырях, обожжённый, нежный
покажите язык!
Ржёт похабнейшая эпоха.
У нее медицинский бзик.
Ей с наивностью скомороха
покажите язык.
Монстры ходят на демонстрации.
Демонстрирует блядь шелка.
А поэт — это только страстная
демонстрация языка.
Алой маковкой небесовской
из глубин живота двоякого
оперируемый МаЯКОВский
демонстрирует ЯКОВА...
Эфемерность евроремонтов
константирующий Леонтьев
повторяет несметным вдовам:
«Поэт небом аккредитован!»
Поэтического скинхеда
виден череп в компьютерной мыши.
Мысль — это константа Кедрова.
Кедров — это константа мысли.

",Фигура поэта,не указан,сложный,2002.0,ДЕМОНСТРАЦИЯ ЯЗЫКА
,Любовная,не указан,простой,,ДЕРЕВЯННЫЙ ЗАЛ
,Любовная,не указан,простой,1982,ДЕРЕВЯННЫЙ ЗАЛ
"

В войну мы были маленькими.
Мы были ростом с валенки,
точнее с сапоги —
кирзовые, брезентовые,
скрипучие, бессмертные,
добытые с убитого,
с товарища ноги.

В чем мерка поколения?
Что взрослым по колено,
их горестные броды,
то нам под подбородок.
Мы дети-сапоги.

Мы научились многому —
быть парой одноногому
среди ночной пурги.

Когда любили матери,
нас клали за кроватями.
«Сними-ка, помоги».
Мы были с ними вровень,
отмытыми от крови —
кто с ложкой, кто почище
с ножом за голенищем,
со скрипом за две тыщи,
за Вислу от Мытищей
свистали каблуки!

Делились с нами опытом,
разбитые Европою,
с отставшими набойками,
не знавшие Набокова,
но с Богом коротки.

Вздыхали их гармошки
про стежки и дорожки
неясной нам тоски.

Отсюда наши пешие,
проселочные, спешные,
не в кабинетах спетые,
а на ходу - стихи.

Отсюда семимильные,
как через поле минное,
порой непоправимые,
но верные шаги.

",Поле,не указан,сложный,1990.0,ДЕТИ-САПОГИ
"

Все таланты его от дочери.
Он от дочки произошёл.
Гениальные многоточия
он малюет на мокрый шёлк.

Почему он, гулявший дочерна,
видит в бритвенном зеркальце
как великие очи дочери
расцветают в его лице?

Был он скряга, потухший кратер,
нынче пробует всем помочь,
изменила его характер
прародительница дочь.

А сама пиво пьёт наивно,
в комбинезончике, как оса,
переведши талант на имя
новорожденного отца.

А ему всех наград не надо
лишь бы мог день и ночь толочь:
«доча—доча—дочадочадо — чадо-
дочь».

Не таил он в душе заточку,
зато в будущем витал —
муку взяв на себя за дочку,
чёрный кайф предугадал.

Так закидывают альпинисты,
крюк с верёвкой на неба край,
чтоб вытягивала неистово
та верёвочка к Богу, в рай!

",Мотив черного,не указан,сложный,2001.0,ДОЧЬ ХУДОЖНИКА
"

Ну почему он столько раз про ос,
сосущих ось земную, произносит?
Он, не осознавая, произнес:
«Ося...»

Поэты любят имя повторять —
«Сергей», «Владимир» — сквозь земную осыпь.
Он имя позабыл, что он хотел сказать.
Он по себе вздохнул за тыщу лет назад:
«Ох, Осип...»

",Фигура поэта,не указан,сложный,1982.0,Догадка
"

Пора! Дорожки свёртывают море.
Домой — к Содому и Гоморре.

В приливе чувства безутешного
с тебя подводная волна
трусы снимает, словно женщина.
С тобой последний раз она.


",Морская,не указан,простой,1998.0,ДОМОЙ!
"

Дорогие литсобратья!
Как я счастлив оттого,
что средь общей благодати
меня кроют одного.

Как овечка черной шерсти,
я не зря живу свой век —
оттеняю совершенство
безукоризненных коллег.


",Мотив черного,неклассический,сложный,1975.0,...
"

Один в поле воин.
Раз нету второго,
не вижу причины откладывать бой.
Единственной жизнью
прикрыта дорога.
Единственной спичкой гремит коробок.
Один в поле воин. Один в небе Бог.

Вас нет со мной рядом,
дозорных отряда.
Убиты. Отправились в вечный покой.
Две звездочки сверху
поставите свечкой
тому, кто остался доигрывать бой.

Дай смерти и воли,
волшебное поле.
Я в арифметике не силен.
Не красть вам Россию,
блатные батыи.
И имя вам — свора, а не легион.

И слева и справа
удары оравы.
Я был одинок среди стужи ночной.
Удары ретивы —
теплей в коллективе!
И нет перспективы мне выиграть бой.

Нет Сергия Радонежского с тобою.
Грехи отпустить и тоску остудить.
Один в поле воин, но если есть поле -
то, значит, вас двое,
и ты не один.

Так русский писатель — полтыщи лет после,
всей грязи назло —
попросит развеять его в чистом поле
за то, что его в сорок первом спасло.

За мною останется поле великое
и тысячелетья побед и невзгод.
Счастливым моим, перерезанным криком
зову тебя, поле!
Поле придет.

",Поле,не указан,простой,1980,ДОЗОРНЫЙ ПЕРЕД ПОЛЕМ КУЛИКОВЫМ
"

Бьют по звуку полет над зорьками
близорукие дальнозоркие.
Видят космос вместо Калуги —
дальнозоркие близоруки.

Озверели затворы, лязгая.
Не для Славы, не для Георгия
все стоят на глазах с повязкою
близорукие дальнозоркие.

Лжеподвижниками пытаются
обзывать их. И лженаукою.
Экстрасенсы прозрели пальцами —
яснорукие!

Андромеды. Гомер — аппендикс,
по ошибке не удаленный.
Обожаю слепые песни!
В них дозренье неутоленное.

Иснолать вам, пророки руганые!
Путевые столбы? Позорные!
С них глядят на нас близорукие —
близорукие дальнозоркие.

",Длань,не указан,простой,,Дозренье
"

1
Босой, с тоской на горбу
земных свобод и табу,
приду к тебе, древо Бо,
где медитировал Бу.

Корни, как змей клубо,
плели и мою судьбу —
недосказанное Бо,
недопонятое Бу.

Ветки его раскидистые, как трубы теплоцентрали,
мешали табу и тубо.
«У» поднимало хобо.
Бу мычали: «Бо дай!»
Жабы дышали в жабо.
Под древние «буги-вуги»
выпархивали незабодки на Гоголевский бу
Болыжники играли в волейбо
Буди-гард проверял альков.
И тыщи зелёных часовенок
вонзались шпилями в небо.
Это были листья Бо.

Мы спрессованы в толпу,
будто спичек коробо
недосказанное Бу.
Неопознанное Бо.

Как корзина баскетбо
окольцован шейх на лбу.
«Бабы — не созданье Бо» —
как учил великий Бу.

В третий глаз гляжу — в пупо,
как в подзорную трубу.
Недодуманное Бо.
Неразбуженное Бу.

Конь в пальто всё ждёт Годо.
Кар чернеет на дубу.
Неразгаданное Бо.
Недодуманное Бу.

Наш философ из сельпо
все буробит про борьбу.
Я люблю твою губу
с песенкою «Се-си-бо».

Англосакс сказал: «рейнбо».
Шантеклер сказал «Рембо».
А скинхед поправил: «Рэмбо»
и подал своё ребро.
На дворе Армагеддо.
Люди смотрят бельмонду.
Под невозмутимым Бо
медитирующий Бу.

Мы рассыпаны, как спички,
возлежим под древом Бо.
В рассеянное небо
обленилось нас поднять.

Женщина, роняя шпильки,
возлежит трезва, как Спилберг.
Она нам не возражает.
Просто родила Бу.

2

Сидели четыре Бу.
Но главное было «Будто».

Погода тиха — будто пагода.
Бесконечность — будто бурунду.
И всё будто пело и плакало,
как музыкальный сундук.

Нам будущим было «Будто»,
вчера и сегодня — Бу.
Мы даже живём как будто,
но это театр Кибу.

Уличные бутоны
задумались об оргазме.
И слон в ушах, как в будённовке,
мечтал о противогазе.

Ты будто меня не забудешь,
когда не будет меня.

И листья, что вниз глядели,
чтобы вонзаться в небо,
имели, как виолончели,
в задничках остриё...
Я опять за своё.

Бабка в деревне нашей,
нас вынеся на горбу,
будто царевна спящая
в целлофановом спит гробу...

3

Две тыщи триста лет
познанье сквозь нас росло.
Монах нас ведёт — Скинхед,
сияющий, будто дупло.

Народы, сняв свои тапочки,
поняв, что спилить слабо, —
желаний цветные тряпочки
вешают вокруг Бо.

Сакс сказал: «Tree Во».
Баян поправил:«Стрибо».
Скинхед послал на три бу
и вывесил свои атрибу.

Меж них свой шейный платок
я вывешу, как мольбу.
И в небе каждый листок:
«Мама! — кричит, — бо-бо!»


",Мотив своего,не указан,простой,1999.0,ДРЕВО БО
"Друг, не пой мне песню про Сталина.
Эта песенка не простая.
Непроста усов седина.
То хрустальна, а то мутна.

Как плотина усы блистали,
как присяга иным векам.
Партизаночка шла босая
к их сиянию по снегам.

Кто в них верил? И кто в них сгинул,
как иголка в седой копне?
Их разглаживали при гимне.
Их мочили в красном вине.

И торжественно над страною,
словно птица страшной красы,
плыли с красной бахромою
государственные усы...

",Территориальная,не указан,простой,1958.0,...
"Две чашки в сумерках белели —
как оттиск в гипсе молодом,
что вы оставили, миледи,
здесь, наклонившись над столом.

",Сохранять и покидать,не указан,сложный,1980,...
"

Как заклинание псалма,
безумец, по полю несясь,
твердил он подпись из письма:
«Wobulimans» — «Вобюлиманс».

«Родной! Прошло осьмнадцать лет,
у нашей дочери — роман.
Сожги мой почерк и пакет.
С нами любовь. Вобюлиманс.
Р. S. Не удался пасьянс».

Мелькнет трефовый силуэт
головки с буклями с боков.
И промахнется пистолет.
Вобюлиманс — с нами любовь.

Но жизнь идет наоборот.
Мигает с плахи Емельян.
И все Россия не поймет,
С нами любовь — Вобюлиманс.

",Поле,не указан,простой,1977.0,E.W.
"Единственно живой средь неживых,
	свидетелем он Рая стал и Ада,
	обитель справедливую Расплаты
	он, как анатом, все круги постиг.
Он видел Бога. Звездопадный стих
	над родиной моей рыдал набатно.
	Певцу нужны небесные награды.
	Ему не надо почестей людских.
(Я говорю о Данте. Это он
	не понят был. Я говорю о Данте.)
	Он озверевшей банде был смешон.
Непониманье гения — закон.
	О, дайте мне его прозренье, дайте!
	И я готов, как он, быть осужден.

",Молитва,не указан,простой,1975.0,...
"

— Я медлила, включивши зажиганье.
Куда поехать? Ночь была шикарна.
Дрожал капот, как нервная борзая.
Дрожало тело. Ночь зажгла вокзалы.
Все нетерпенье возраста Бальзака
меня сквозь кожу пузырьками жгло —
шампанский возраст с примесью бальзама!

Я опустила левое стекло.

И подошли два юные Делона —
в манто из норки, шеи оголенны.
«Свободны, мисс? Расслабиться не прочь?
Пятьсот за вечер, тысячу за ночь».

Я вспыхнула. Меня, как проститутку,
восприняли! А сердце билось жутко:
тебя хотят, ты — блеск, ты молода!
Я возмутилась. Я сказала: «Да».

Другой добавил, бедрами покачивая,
потупив голубую непорочь:
«Вдруг есть подруга, как и вы — богачка?
Беру я так же — тысячу за ночь».

Ах, сволочи! продажные исчадья!
Обдав их газом, я умчалась прочь.
А сердце билось от тоски и счастья!
«Пятьсот за вечер, тысячу — за ночь».

",Мотив чувства,не указан,простой,1989.0,ЕЕ ПОВЕСТЬ
"

Борька — Любку, Чубук — двух Мил,
а он учителку полюбил!

Елена Сергеевна, ах, она...
(Ленка по уши влюблена!)

Елена Сергеевна входит в класс.
(«Милый!» — Ленка кричит из глаз.)

Елена Сергеевна ведет урок.
(Ленка, вспыхнув, крошит мелок.)

Понимая, не понимая,
точно в церкви или в кино,
мы взирали, как над пеналами
шло таинственное
оно...

И стоит она возле окон —
чернокосая, синеокая,
закусивши свой красный рот,
белый табель его берет!

Что им делать, таким двоим?
Мы не ведаем, что творим.
Педсоветы сидят:«Учтите,
вы советский никак учитель!

На Смоленской вас вместе вцдели...»
Как возмездье, грядут родители.
Ленка-хищница, Ленка-мразь,
ты ребенка втоптала в грязь!

«О спасибо моя учительница
за твою высоту лучистую
как сквозь первый ночной снежок
я затверживал твой урок

и сейчас как звон выручалочки
из жемчужных уплывших стран
окликает меня англичаночка —
«проспишь алгебру,
мальчуган...»

Ленка, милая, Ленка — где?
Ленка где-то в Алма-Ате.
Ленку сшибли, как птицу влет...

Елена Сергеевна водку пьет.

",Территориальная,не указан,сложный,1958.0,ЕЛЕНА СЕРГЕЕВНА
"

За окном кариатиды,
а в квартирах — каблуки...
Елок
       крылья
                  реактивные
прош ибают потолки!
Что за чуда нам пророчатся?
Какая из шарад
в этой хвойной непорочности,
в этих огненны х шарах?!
О, девчонка с мандолиной!

Одуряя и журя,
полыхает мандарином
рыжей челки кожура!
Расшалилась, точно школьница,
иголочки грызет...

Что хочется,
                    чем колется
ей следующий год?
Века, бокалы, луны...
«Туши! Туши!»

Любовь всегда —
	             кануны.
В ней —
              Новый год
                                души.
А елочное буйство,
как женщина впотьмах —
вся в будущем,
                       как в бусах,
и иглы на губах!

",Время,не указан,сложный,1959.0,ЕЛКА
"

Была у меня девочка —
как белая тарелочка.
Очи — как очко.
Не разбей её.
	


Вы мне читаете, притворщик,
свои стихи в порядке бреда.
Вы режиссёр, Юрий Петрович.
Но я люблю Вас как поэта.

Когда актёры, грим оттёрши,
выходят, истину поведав,
вы — божьей милостью актёры.
Но я люблю вас как поэтов.

Тридцати летнюю традицию
уже не назовёте модой.
Не сберегли мы наши лица.
Для драки требуются морды.

Таганка — кодло молодое!
Сегодня с дерзкою рассадой
Вы в нашем сумасшедшем доме
решились показать де Сада.

В психушке уровня карманников,
Содома нашего, позорища,
де Сад — единственный нормальный.
И с ним птенцы гнезда Петровича.

Сегодня, оперив полмира,
заправив бензобак петролем,
Вы придуряетесь под Лира.
Но Вы поэт, Юрий Петрович.

Сквозь нас столетье просвистело.
Ещё не раз встряхнёте Вы
нас лебединой песней — белой
двукрылой Вашей головы...

То чувство страшно растерять.
Но не дождутся, чтобы где-то
во мне зарезали Театр,
а в Вас угробили Поэта.

",Фигура поэта,не указан,простой,1999.0,ЭПИСТОЛА С ЭПИГРАФОМ
,Молитва,не указан,простой,1972,...
"Этот плоский отель
поперек побережья и лета —
будто чья-то невидимая рука
задержала над магнитофоном
кассету.
но какой стороной —
не решила пока.
Я не знаю, что будет с тобой и со мною,
не знаю,
и какою все это пойдет стороной?..
Коридорной дорожкой
ступня записалась босая.
Ее утром сотрет
старомодный прибой.
Я живу через стенку с непробудным
спортсменом.
Ты, как музыка,
женщина,
через судьбы пройдешь.
Ты с собою увозишь
отеля протяжную тему.
Он,
чем больше отходишь,
тем больше с кассетою
схож.

",Длань,не указан,сложный,1980,...
"

Я тело мальчика нашла,
замотанного, тяжеленного,
его тащила по Вселенной,
едва до Рая донесла.

Тряпица с плечика сползла,
открылось крылышко, сползая.
Тебя я, ангел мой, спасла,
не зная, что себя спасала.

",Территориальная,не указан,сложный,2009.0,ЕЁ СОН
"

Ухаживали. Фаловали.
Тебе, едва глаза протру,
фиалки — неба филиалы —
я рвал и ставил поутру.

Они из чашки хорошели.
Стыдясь, на цыпочках, врастяг
к тебе протягивали шеи,
как будто школьницы в гостях.

Одна, отпавшая от сверстниц,
в воде стоящая по грудь,
свою отдать хотела свежесть
кому-нибудь, кому-нибудь...

Упёршись в чашку подбородком,
как девочка из «Де Maro»,
ждёт жестом эротично-кротким —
но — никого, но никого.

",Мотив своего,не указан,сложный,2008.0,Ф-КИ
